city,city_type,state,city_size,mode,n,percent,moe,state_abb,state_region
Terre Haute city,City,Indiana,Small,Bike,220,0.9,0.4,IN,North Central
Texarkana city,City,Arkansas,Small,Bike,15,0.1,0.2,AR,South
Texarkana city,City,Texas,Small,Bike,59,0.4,0.7,TX,South
Texas City city,City,Texas,Small,Bike,48,0.3,0.3,TX,South
The Colony city,City,Texas,Small,Bike,0,0,0.2,TX,South
Thomasville city,City,North Carolina,Small,Bike,15,0.1,0.2,NC,South
Tigard city,City,Oregon,Small,Bike,192,0.8,0.3,OR,West
Tinley Park village,Village,Illinois,Small,Bike,32,0.1,0.1,IL,North Central
Titusville city,City,Florida,Small,Bike,52,0.3,0.3,FL,South
Tooele city,City,Utah,Small,Bike,91,0.7,0.6,UT,West
Torrington city,City,Connecticut,Small,Bike,32,0.2,0.2,CT,Northeast
Tracy city,City,California,Small,Bike,132,0.4,0.3,CA,West
Trenton city,City,New Jersey,Small,Bike,343,1,0.4,NJ,Northeast
Trotwood city,City,Ohio,Small,Bike,0,0,0.3,OH,North Central
Troy city,City,Michigan,Small,Bike,88,0.2,0.1,MI,North Central
Troy city,City,New York,Small,Bike,29,0.1,0.1,NY,Northeast
Troy city,City,Ohio,Small,Bike,54,0.5,0.5,OH,North Central
Trussville city,City,Alabama,Small,Bike,0,0,0.4,AL,South
Tualatin city,City,Oregon,Small,Bike,50,0.4,0.3,OR,West
Tulare city,City,California,Small,Bike,30,0.1,0.1,CA,West
Tupelo city,City,Mississippi,Small,Bike,7,0,0.1,MS,South
Turlock city,City,California,Small,Bike,213,0.8,0.4,CA,West
Tuscaloosa city,City,Alabama,Small,Bike,250,0.7,0.4,AL,South
Tustin city,City,California,Small,Bike,367,1,0.6,CA,West
Twentynine Palms city,City,California,Small,Bike,3,0,0.1,CA,West
Twin Falls city,City,Idaho,Small,Bike,156,0.8,0.6,ID,West
Tyler city,City,Texas,Small,Bike,96,0.2,0.2,TX,South
Union City city,City,California,Small,Bike,69,0.2,0.2,CA,West
Union City city,City,Georgia,Small,Bike,0,0,0.5,GA,South
Union City city,City,New Jersey,Small,Bike,8,0,0.1,NJ,Northeast
University City city,City,Missouri,Small,Bike,209,1.2,0.6,MO,North Central
University Park city,City,Texas,Small,Bike,50,0.5,0.3,TX,South
University Place city,City,Washington,Small,Bike,0,0,0.2,WA,West
Upland city,City,California,Small,Bike,116,0.3,0.2,CA,West
Upper Arlington city,City,Ohio,Small,Bike,90,0.5,0.4,OH,North Central
Urbana city,City,Illinois,Small,Bike,1131,5.8,1.2,IL,North Central
Urbandale city,City,Iowa,Small,Bike,26,0.1,0.1,IA,North Central
Utica city,City,New York,Small,Bike,80,0.3,0.2,NY,Northeast
Vacaville city,City,California,Small,Bike,171,0.4,0.3,CA,West
Valdosta city,City,Georgia,Small,Bike,288,1.2,0.8,GA,South
Valley Stream village,Village,New York,Small,Bike,0,0,0.2,NY,Northeast
Valparaiso city,City,Indiana,Small,Bike,198,1.4,0.8,IN,North Central
Van Buren city,City,Arkansas,Small,Bike,0,0,0.3,AR,South
Venice city,City,Florida,Small,Bike,251,4.5,1.9,FL,South
Vernon Hills village,Village,Illinois,Small,Bike,91,0.7,0.5,IL,North Central
Vestavia Hills city,City,Alabama,Small,Bike,58,0.4,0.5,AL,South
Vicksburg city,City,Mississippi,Small,Bike,0,0,0.4,MS,South
Victoria city,City,Texas,Small,Bike,139,0.5,0.4,TX,South
Villa Park village,Village,Illinois,Small,Bike,108,1,0.9,IL,North Central
Vineland city,City,New Jersey,Small,Bike,0,0,0.1,NJ,Northeast
Vista city,City,California,Small,Bike,143,0.4,0.2,CA,West
Wadsworth city,City,Ohio,Small,Bike,58,0.6,0.7,OH,North Central
Wake Forest town,Town,North Carolina,Small,Bike,19,0.1,0.2,NC,South
Walker city,City,Michigan,Small,Bike,13,0.1,0.2,MI,North Central
Walla Walla city,City,Washington,Small,Bike,393,3.1,1.1,WA,West
Walnut city,City,California,Small,Bike,0,0,0.3,CA,West
Walnut Creek city,City,California,Small,Bike,249,0.8,0.3,CA,West
Waltham city,City,Massachusetts,Small,Bike,277,0.8,0.4,MA,Northeast
Warner Robins city,City,Georgia,Small,Bike,65,0.2,0.2,GA,South
Warren city,City,Ohio,Small,Bike,25,0.2,0.2,OH,North Central
Warwick city,City,Rhode Island,Small,Bike,54,0.1,0.1,RI,Northeast
Wasco city,City,California,Small,Bike,0,0,0.5,CA,West
Washington city,City,Utah,Small,Bike,10,0.1,0.3,UT,West
Watauga city,City,Texas,Small,Bike,0,0,0.3,TX,South
Waterloo city,City,Iowa,Small,Bike,68,0.2,0.2,IA,North Central
Watertown city,City,New York,Small,Bike,81,0.7,0.6,NY,Northeast
Watertown city,City,South Dakota,Small,Bike,37,0.3,0.5,SD,North Central
Watertown city,City,Wisconsin,Small,Bike,105,0.9,0.6,WI,North Central
Watertown Town city,City,Massachusetts,Small,Bike,210,1.1,0.5,MA,Northeast
Watsonville city,City,California,Small,Bike,194,0.9,0.5,CA,West
Waukegan city,City,Illinois,Small,Bike,119,0.3,0.2,IL,North Central
Waukesha city,City,Wisconsin,Small,Bike,176,0.5,0.3,WI,North Central
Wausau city,City,Wisconsin,Small,Bike,190,1,0.4,WI,North Central
Wauwatosa city,City,Wisconsin,Small,Bike,147,0.6,0.3,WI,North Central
Waxahachie city,City,Texas,Small,Bike,45,0.3,0.4,TX,South
Waynesboro city,City,Virginia,Small,Bike,31,0.3,0.4,VA,South
Weatherford city,City,Texas,Small,Bike,14,0.1,0.2,TX,South
Webster Groves city,City,Missouri,Small,Bike,27,0.2,0.3,MO,North Central
Wellington village,Village,Florida,Small,Bike,50,0.2,0.2,FL,South
Wenatchee city,City,Washington,Small,Bike,215,1.5,0.9,WA,West
Wentzville city,City,Missouri,Small,Bike,0,0,0.2,MO,North Central
Weslaco city,City,Texas,Small,Bike,0,0,0.3,TX,South
West Allis city,City,Wisconsin,Small,Bike,70,0.2,0.1,WI,North Central
West Bend city,City,Wisconsin,Small,Bike,98,0.6,0.3,WI,North Central
West Chicago city,City,Illinois,Small,Bike,66,0.5,0.4,IL,North Central
West Des Moines city,City,Iowa,Small,Bike,31,0.1,0.1,IA,North Central
West Fargo city,City,North Dakota,Small,Bike,10,0.1,0.1,ND,North Central
West Haven city,City,Connecticut,Small,Bike,20,0.1,0.1,CT,Northeast
West Hollywood city,City,California,Small,Bike,117,0.5,0.4,CA,West
West Lafayette city,City,Indiana,Small,Bike,477,3.7,1.2,IN,North Central
West Linn city,City,Oregon,Small,Bike,54,0.4,0.4,OR,West
West Memphis city,City,Arkansas,Small,Bike,5,0.1,0.1,AR,South
West Mifflin borough,Borough,Pennsylvania,Small,Bike,0,0,0.3,PA,Northeast
West New York town,Town,New Jersey,Small,Bike,8,0,0.1,NJ,Northeast
West Sacramento city,City,California,Small,Bike,241,1.2,0.6,CA,West
West Springfield Town city,City,Massachusett,Small,Bike,23,0.2,0.2,NA,NA
Westerville city,City,Ohio,Small,Bike,61,0.3,0.4,OH,North Central
Westfield city,City,Indiana,Small,Bike,117,0.8,0.7,IN,North Central
Westfield city,City,Massachusetts,Small,Bike,70,0.4,0.4,MA,Northeast
Westfield town,Town,New Jersey,Small,Bike,44,0.3,0.3,NJ,Northeast
Westlake city,City,Ohio,Small,Bike,25,0.2,0.2,OH,North Central
Westland city,City,Michigan,Small,Bike,43,0.1,0.1,MI,North Central
Westminster city,City,California,Small,Bike,440,1.2,0.6,CA,West
Westmont village,Village,Illinois,Small,Bike,38,0.3,0.3,IL,North Central
Weston city,City,Florida,Small,Bike,0,0,0.1,FL,South
Weymouth Town city,City,Massachusetts,Small,Bike,24,0.1,0.1,MA,Northeast
Wheat Ridge city,City,Colorado,Small,Bike,136,0.9,0.6,CO,West
Wheaton city,City,Illinois,Small,Bike,98,0.4,0.2,IL,North Central
Wheeling city,City,West Virginia,Small,Bike,17,0.1,0.2,WV,South
Wheeling village,Village,Illinois,Small,Bike,113,0.6,0.4,IL,North Central
White Bear Lake city,City,Minnesota,Small,Bike,37,0.3,0.2,MN,North Central
White Plains city,City,New York,Small,Bike,118,0.4,0.3,NY,Northeast
Whittier city,City,California,Small,Bike,168,0.4,0.2,CA,West
Wildomar city,City,California,Small,Bike,10,0.1,0.1,CA,West
Wildwood city,City,Missouri,Small,Bike,2,0,0.1,MO,North Central
Wilkes-Barre city,City,Pennsylvania,Small,Bike,48,0.3,0.2,PA,Northeast
Williamsport city,City,Pennsylvania,Small,Bike,202,1.6,0.7,PA,Northeast
Willoughby city,City,Ohio,Small,Bike,36,0.3,0.2,OH,North Central
Wilmette village,Village,Illinois,Small,Bike,55,0.5,0.3,IL,North Central
Wilmington city,City,Delaware,Small,Bike,89,0.3,0.2,DE,South
Wilson city,City,North Carolina,Small,Bike,53,0.3,0.2,NC,South
Wilsonville city,City,Oregon,Small,Bike,0,0,0.4,OR,West
Winchester city,City,Virginia,Small,Bike,89,0.7,0.6,VA,South
Windsor town,Town,California,Small,Bike,22,0.2,0.2,CA,West
Winona city,City,Minnesota,Small,Bike,460,3.1,1,MN,North Central
Winter Garden city,City,Florida,Small,Bike,286,1.7,1.3,FL,South
Winter Haven city,City,Florida,Small,Bike,40,0.3,0.4,FL,South
Winter Park city,City,Florida,Small,Bike,327,2.6,2,FL,South
Winter Springs city,City,Florida,Small,Bike,93,0.6,0.5,FL,South
Woburn city,City,Massachusetts,Small,Bike,28,0.1,0.2,MA,Northeast
Woodburn city,City,Oregon,Small,Bike,88,0.9,0.8,OR,West
Woodbury city,City,Minnesota,Small,Bike,53,0.2,0.1,MN,North Central
Woodland city,City,California,Small,Bike,536,2.2,0.6,CA,West
Woodridge village,Village,Illinois,Small,Bike,20,0.1,0.1,IL,North Central
Woodstock city,City,Georgia,Small,Bike,0,0,0.3,GA,South
Woodstock city,City,Illinois,Small,Bike,20,0.2,0.2,IL,North Central
Woonsocket city,City,Rhode Island,Small,Bike,12,0.1,0.1,RI,Northeast
Wooster city,City,Ohio,Small,Bike,15,0.1,0.2,OH,North Central
Wyandotte city,City,Michigan,Small,Bike,74,0.6,0.4,MI,North Central
Wylie city,City,Texas,Small,Bike,0,0,0.2,TX,South
Wyoming city,City,Michigan,Small,Bike,69,0.2,0.2,MI,North Central
Xenia city,City,Ohio,Small,Bike,43,0.4,0.4,OH,North Central
Yakima city,City,Washington,Small,Bike,112,0.3,0.2,WA,West
Yorba Linda city,City,California,Small,Bike,84,0.3,0.2,CA,West
York city,City,Pennsylvania,Small,Bike,178,1.1,0.7,PA,Northeast
Youngstown city,City,Ohio,Small,Bike,6,0,0.1,OH,North Central
Yuba City city,City,California,Small,Bike,71,0.3,0.2,CA,West
Yucaipa city,City,California,Small,Bike,41,0.2,0.2,CA,West
Yucca Valley town,Town,California,Small,Bike,31,0.4,0.5,CA,West
Yukon city,City,Oklahoma,Small,Bike,53,0.5,0.5,OK,South
Yuma city,City,Arizona,Small,Bike,207,0.5,0.4,AZ,West
Zanesville city,City,Ohio,Small,Bike,0,0,0.3,OH,North Central
Zion city,City,Illinois,Small,Bike,17,0.2,0.2,IL,North Central
Zionsville town,Town,Indiana,Small,Bike,14,0.1,0.2,IN,North Central
Abilene city,City,Texas,Medium,Bike,227,0.4,0.2,TX,South
Akron city,City,Ohio,Medium,Bike,159,0.2,0.1,OH,North Central
Alexandria city,City,Virginia,Medium,Bike,864,1,0.2,VA,South
Allentown city,City,Pennsylvania,Medium,Bike,186,0.4,0.2,PA,Northeast
Amarillo city,City,Texas,Medium,Bike,184,0.2,0.1,TX,South
Ann Arbor city,City,Michigan,Medium,Bike,2063,3.7,0.5,MI,North Central
Antioch city,City,California,Medium,Bike,115,0.3,0.2,CA,West
Arvada city,City,Colorado,Medium,Bike,303,0.6,0.2,CO,West
Aurora city,City,Illinois,Medium,Bike,327,0.4,0.2,IL,North Central
Beaumont city,City,Texas,Medium,Bike,119,0.2,0.1,TX,South
Bellevue city,City,Washington,Medium,Bike,324,0.5,0.2,WA,West
Berkeley city,City,California,Medium,Bike,4348,8.1,1,CA,West
Billings city,City,Montana,Medium,Bike,502,0.9,0.3,MT,West
Boulder city,City,Colorado,Medium,Bike,5507,10.5,1,CO,West
Bridgeport city,City,Connecticut,Medium,Bike,185,0.3,0.2,CT,Northeast
Broken Arrow city,City,Oklahoma,Medium,Bike,8,0,0.1,OK,South
Brownsville city,City,Texas,Medium,Bike,94,0.1,0.1,TX,South
Burbank city,City,California,Medium,Bike,593,1.1,0.4,CA,West
Cambridge city,City,Massachusetts,Medium,Bike,4173,7.2,0.8,MA,Northeast
Cape Coral city,City,Florida,Medium,Bike,271,0.4,0.2,FL,South
Carlsbad city,City,California,Medium,Bike,287,0.6,0.3,CA,West
Carrollton city,City,Texas,Medium,Bike,105,0.2,0.1,TX,South
Cary town,Town,North Carolina,Medium,Bike,121,0.2,0.1,NC,South
Cedar Rapids city,City,Iowa,Medium,Bike,262,0.4,0.2,IA,North Central
Centennial city,City,Colorado,Medium,Bike,263,0.5,0.2,CO,West
Charleston city,City,South Carolina,Medium,Bike,1375,2.2,0.4,SC,South
Chattanooga city,City,Tennessee,Medium,Bike,356,0.5,0.2,TN,South
Clarksville city,City,Tennessee,Medium,Bike,75,0.1,0.1,TN,South
Clearwater city,City,Florida,Medium,Bike,673,1.4,0.6,FL,South
Columbia city,City,Missouri,Medium,Bike,777,1.4,0.4,MO,North Central
Columbia city,City,South Carolina,Medium,Bike,343,0.5,0.2,SC,South
Columbus city,City,Georgia,Medium,Bike,187,0.2,0.1,GA,South
Concord city,City,California,Medium,Bike,546,0.9,0.3,CA,West
Coral Springs city,City,Florida,Medium,Bike,218,0.4,0.2,FL,South
Corona city,City,California,Medium,Bike,113,0.2,0.1,CA,West
Costa Mesa city,City,California,Medium,Bike,1295,2.2,0.6,CA,West
Daly City city,City,California,Medium,Bike,113,0.2,0.1,CA,West
Davenport city,City,Iowa,Medium,Bike,168,0.4,0.2,IA,North Central
Dayton city,City,Ohio,Medium,Bike,350,0.6,0.2,OH,North Central
Denton city,City,Texas,Medium,Bike,731,1.3,0.4,TX,South
Downey city,City,California,Medium,Bike,108,0.2,0.1,CA,West
El Cajon city,City,California,Medium,Bike,92,0.2,0.1,CA,West
El Monte city,City,California,Medium,Bike,500,1.1,0.5,CA,West
Elgin city,City,Illinois,Medium,Bike,122,0.2,0.2,IL,North Central
Elizabeth city,City,New Jersey,Medium,Bike,248,0.4,0.3,NJ,Northeast
Elk Grove city,City,California,Medium,Bike,337,0.5,0.2,CA,West
Erie city,City,Pennsylvania,Medium,Bike,238,0.6,0.3,PA,Northeast
Escondido city,City,California,Medium,Bike,411,0.7,0.3,CA,West
Eugene city,City,Oregon,Medium,Bike,6066,8.7,0.9,OR,West
Evansville city,City,Indiana,Medium,Bike,373,0.7,0.2,IN,North Central
Everett city,City,Washington,Medium,Bike,250,0.5,0.2,WA,West
Fairfield city,City,California,Medium,Bike,105,0.2,0.1,CA,West
Fargo city,City,North Dakota,Medium,Bike,675,1.1,0.3,ND,North Central
Flint city,City,Michigan,Medium,Bike,59,0.2,0.2,MI,North Central
Fort Collins city,City,Colorado,Medium,Bike,5182,6.8,0.6,CO,West
Fort Lauderdale city,City,Florida,Medium,Bike,1149,1.5,0.3,FL,South
Frisco city,City,Texas,Medium,Bike,52,0.1,0.1,TX,South
Fullerton city,City,California,Medium,Bike,555,0.9,0.3,CA,West
Gainesville city,City,Florida,Medium,Bike,3623,6.5,1,FL,South
Garden Grove city,City,California,Medium,Bike,629,0.8,0.3,CA,West
Glendale city,City,California,Medium,Bike,472,0.5,0.2,CA,West
Grand Prairie city,City,Texas,Medium,Bike,60,0.1,0.1,TX,South
Grand Rapids city,City,Michigan,Medium,Bike,732,0.9,0.3,MI,North Central
Green Bay city,City,Wisconsin,Medium,Bike,313,0.6,0.2,WI,North Central
Gresham city,City,Oregon,Medium,Bike,215,0.5,0.3,OR,West
Hampton city,City,Virginia,Medium,Bike,91,0.1,0.1,VA,South
Hartford city,City,Connecticut,Medium,Bike,364,0.8,0.5,CT,Northeast
Hayward city,City,California,Medium,Bike,187,0.3,0.2,CA,West
High Point city,City,North Carolina,Medium,Bike,75,0.2,0.1,NC,South
Hollywood city,City,Florida,Medium,Bike,742,1.1,0.5,FL,South
Huntington Beach city,City,California,Medium,Bike,1253,1.3,0.3,CA,West
Huntsville city,City,Alabama,Medium,Bike,103,0.1,0.1,AL,South
Independence city,City,Missouri,Medium,Bike,49,0.1,0.1,MO,North Central
Inglewood city,City,California,Medium,Bike,280,0.6,0.3,CA,West
Jackson city,City,Mississippi,Medium,Bike,70,0.1,0.1,MS,South
Joliet city,City,Illinois,Medium,Bike,81,0.1,0.1,IL,North Central
Kansas City city,City,Kansas,Medium,Bike,76,0.1,0.1,KS,North Central
Kenosha city,City,Wisconsin,Medium,Bike,158,0.4,0.2,WI,North Central
Kent city,City,Washington,Medium,Bike,61,0.1,0.1,WA,West
Killeen city,City,Texas,Medium,Bike,134,0.2,0.2,TX,South
Knoxville city,City,Tennessee,Medium,Bike,440,0.5,0.2,TN,South
Lafayette city,City,Louisiana,Medium,Bike,513,0.9,0.3,LA,South
Lakewood city,City,Colorado,Medium,Bike,546,0.8,0.3,CO,West
Lancaster city,City,California,Medium,Bike,74,0.1,0.1,CA,West
Lansing city,City,Michigan,Medium,Bike,668,1.3,0.4,MI,North Central
Las Cruces city,City,New Mexico,Medium,Bike,602,1.4,0.6,NM,West
Little Rock city,City,Arkansas,Medium,Bike,60,0.1,0.1,AR,South
Lowell city,City,Massachusetts,Medium,Bike,142,0.3,0.2,MA,Northeast
Manchester city,City,New Hampshire,Medium,Bike,102,0.2,0.1,NH,Northeast
McAllen city,City,Texas,Medium,Bike,32,0.1,0.1,TX,South
McKinney city,City,Texas,Medium,Bike,74,0.1,0.1,TX,South
Mesquite city,City,Texas,Medium,Bike,94,0.1,0.1,TX,South
Miami Gardens city,City,Florida,Medium,Bike,78,0.2,0.1,FL,South
Midland city,City,Texas,Medium,Bike,98,0.2,0.1,TX,South
Miramar city,City,Florida,Medium,Bike,127,0.2,0.1,FL,South
Mobile city,City,Alabama,Medium,Bike,61,0.1,0.1,AL,South
Moreno Valley city,City,California,Medium,Bike,127,0.2,0.1,CA,West
Murfreesboro city,City,Tennessee,Medium,Bike,214,0.4,0.2,TN,South
Murrieta city,City,California,Medium,Bike,152,0.3,0.2,CA,West
Naperville city,City,Illinois,Medium,Bike,264,0.4,0.3,IL,North Central
New Haven city,City,Connecticut,Medium,Bike,1544,2.7,0.5,CT,Northeast
Newport News city,City,Virginia,Medium,Bike,351,0.4,0.2,VA,South
Norman city,City,Oklahoma,Medium,Bike,714,1.3,0.3,OK,South
North Charleston city,City,South Carolina,Medium,Bike,261,0.6,0.2,SC,South
Norwalk city,City,California,Medium,Bike,242,0.5,0.3,CA,West
Oceanside city,City,California,Medium,Bike,321,0.4,0.2,CA,West
Odessa city,City,Texas,Medium,Bike,46,0.1,0.1,TX,South
Olathe city,City,Kansas,Medium,Bike,50,0.1,0.1,KS,North Central
Ontario city,City,California,Medium,Bike,588,0.8,0.3,CA,West
Orange city,City,California,Medium,Bike,818,1.2,0.3,CA,West
Overland Park city,City,Kansas,Medium,Bike,262,0.3,0.1,KS,North Central
Palm Bay city,City,Florida,Medium,Bike,249,0.6,0.3,FL,South
Palmdale city,City,California,Medium,Bike,58,0.1,0.1,CA,West
Pasadena city,City,California,Medium,Bike,1384,2.1,0.6,CA,West
Pasadena city,City,Texas,Medium,Bike,136,0.2,0.1,TX,South
Paterson city,City,New Jersey,Medium,Bike,47,0.1,0.1,NJ,Northeast
Pembroke Pines city,City,Florida,Medium,Bike,135,0.2,0.1,FL,South
Peoria city,City,Arizona,Medium,Bike,298,0.4,0.2,AZ,West
Peoria city,City,Illinois,Medium,Bike,213,0.4,0.2,IL,North Central
Pomona city,City,California,Medium,Bike,442,0.8,0.3,CA,West
Pompano Beach city,City,Florida,Medium,Bike,523,1.2,0.4,FL,South
Port St. Lucie city,City,Florida,Medium,Bike,216,0.3,0.2,FL,South
Providence city,City,Rhode Island,Medium,Bike,923,1.2,0.3,RI,Northeast
Provo city,City,Utah,Medium,Bike,1709,3.1,0.5,UT,West
Pueblo city,City,Colorado,Medium,Bike,311,0.8,0.3,CO,West
Rancho Cucamonga city,City,California,Medium,Bike,363,0.5,0.2,CA,West
Rialto city,City,California,Medium,Bike,22,0.1,0.1,CA,West
Richardson city,City,Texas,Medium,Bike,187,0.4,0.2,TX,South
Richmond city,City,California,Medium,Bike,271,0.6,0.2,CA,West
Rochester city,City,Minnesota,Medium,Bike,387,0.7,0.2,MN,North Central
Rockford city,City,Illinois,Medium,Bike,278,0.5,0.2,IL,North Central
Roseville city,City,California,Medium,Bike,447,0.8,0.3,CA,West
Round Rock city,City,Texas,Medium,Bike,168,0.3,0.2,TX,South
Salem city,City,Oregon,Medium,Bike,1031,1.6,0.4,OR,West
Salinas city,City,California,Medium,Bike,281,0.5,0.2,CA,West
Salt Lake City city,City,Utah,Medium,Bike,2432,2.5,0.3,UT,West
San Buenaventura (Ventura) city,City,California,Medium,Bike,540,1.1,0.3,CA,West
Santa Clara city,City,California,Medium,Bike,869,1.6,0.4,CA,West
Santa Clarita city,City,California,Medium,Bike,346,0.4,0.1,CA,West
Santa Maria city,City,California,Medium,Bike,402,1,0.3,CA,West
Santa Rosa city,City,California,Medium,Bike,944,1.2,0.4,CA,West
Savannah city,City,Georgia,Medium,Bike,672,1.2,0.4,GA,South
Simi Valley city,City,California,Medium,Bike,266,0.4,0.2,CA,West
Sioux Falls city,City,South Dakota,Medium,Bike,443,0.5,0.2,SD,North Central
South Bend city,City,Indiana,Medium,Bike,629,1.5,0.4,IN,North Central
Springfield city,City,Illinois,Medium,Bike,191,0.3,0.1,IL,North Central
Springfield city,City,Massachusetts,Medium,Bike,121,0.2,0.1,MA,Northeast
Springfield city,City,Missouri,Medium,Bike,671,0.9,0.3,MO,North Central
Stamford city,City,Connecticut,Medium,Bike,121,0.2,0.1,CT,Northeast
Sterling Heights city,City,Michigan,Medium,Bike,80,0.1,0.1,MI,North Central
Sunnyvale city,City,California,Medium,Bike,909,1.3,0.3,CA,West
Surprise city,City,Arizona,Medium,Bike,159,0.4,0.3,AZ,West
Syracuse city,City,New York,Medium,Bike,684,1.2,0.3,NY,Northeast
Tallahassee city,City,Florida,Medium,Bike,755,0.9,0.2,FL,South
Temecula city,City,California,Medium,Bike,331,0.8,0.5,CA,West
Tempe city,City,Arizona,Medium,Bike,3625,4.2,0.6,AZ,West
Thornton city,City,Colorado,Medium,Bike,222,0.4,0.2,CO,West
Thousand Oaks city,City,California,Medium,Bike,476,0.8,0.3,CA,West
Topeka city,City,Kansas,Medium,Bike,254,0.4,0.2,KS,North Central
Torrance city,City,California,Medium,Bike,312,0.4,0.2,CA,West
Vallejo city,City,California,Medium,Bike,104,0.2,0.1,CA,West
Vancouver city,City,Washington,Medium,Bike,605,0.8,0.3,WA,West
Victorville city,City,California,Medium,Bike,57,0.2,0.1,CA,West
Visalia city,City,California,Medium,Bike,339,0.7,0.4,CA,West
Waco city,City,Texas,Medium,Bike,158,0.3,0.2,TX,South
Warren city,City,Michigan,Medium,Bike,58,0.1,0.1,MI,North Central
Waterbury city,City,Connecticut,Medium,Bike,48,0.1,0.1,CT,Northeast
West Covina city,City,California,Medium,Bike,58,0.1,0.1,CA,West
West Jordan city,City,Utah,Medium,Bike,60,0.1,0.1,UT,West
West Palm Beach city,City,Florida,Medium,Bike,274,0.6,0.3,FL,South
West Valley City city,City,Utah,Medium,Bike,284,0.5,0.2,UT,West
